system:index,ALAND,AWATER,BLKGRPCE,COUNTYFP,FUNCSTAT,GEOID,INTPTLAT,INTPTLON,MTFCC,NAMELSAD,STATEFP,TRACTCE,mean_LST,.geo
00000000000000000465,804836,0,1,053,S,270530216011,+44.9985531,-093.3845809,G5030,Block Group 1,27,021601,{downscaled LST=73.96227506117641},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004a6,317779,0,1,053,S,270530223021,+44.9492509,-093.3837718,G5030,Block Group 1,27,022302,{downscaled LST=84.90566458918236},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004a9,162035,0,1,053,S,270530068001,+44.9609102,-093.2804056,G5030,Block Group 1,27,006800,{downscaled LST=87.57715356351925},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004b5,240729,0,1,053,S,270531069001,+44.9609497,-093.2738925,G5030,Block Group 1,27,106900,{downscaled LST=86.49826881835025},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004c1,601440,0,1,053,S,270530221011,+44.9610945,-093.3662209,G5030,Block Group 1,27,022101,{downscaled LST=83.27580513205622},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004c4,712238,0,1,053,S,270530208011,+45.0598287,-093.3657081,G5030,Block Group 1,27,020801,{downscaled LST=81.73473067118093},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004c7,242061,0,1,053,S,270531007001,+45.0213778,-093.3108362,G5030,Block Group 1,27,100700,{downscaled LST=77.48637929700718},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000004d2,763473,0,1,053,S,270530267021,+45.1175037,-093.3935180,G5030,Block Group 1,27,026702,{downscaled LST=84.13180330352084},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000058c,1596160,0,1,053,S,270530266111,+45.0113351,-093.4873178,G5030,Block Group 1,27,026611,{downscaled LST=74.74329617242381},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000067d,323442,0,1,053,S,270530003001,+45.0277083,-093.3109590,G5030,Block Group 1,27,000300,{downscaled LST=80.8969709890676},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000067e,223864,0,1,053,S,270530022001,+45.0042578,-093.2902751,G5030,Block Group 1,27,002200,{downscaled LST=78.2255947445966},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007bc,171728,0,1,053,S,270531055001,+44.9664578,-093.2904115,G5030,Block Group 1,27,105500,{downscaled LST=84.90288777997232},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007be,352682,0,1,053,S,270531060001,+44.9639896,-093.2531436,G5030,Block Group 1,27,106000,{downscaled LST=92.319209726108},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007bf,74975,0,1,053,S,270531054001,+44.9687412,-093.2666294,G5030,Block Group 1,27,105400,{downscaled LST=95.26957908916813},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007c3,330973,0,1,053,S,270531066001,+44.9586030,-093.2982781,G5030,Block Group 1,27,106600,{downscaled LST=83.15122671325223},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007c6,200473,0,1,053,S,270531258001,+44.9567945,-093.2597617,G5030,Block Group 1,27,125800,{downscaled LST=86.57753443642456},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007ca,292797,0,1,053,S,270531052041,+44.9687777,-093.2741042,G5030,Block Group 1,27,105204,{downscaled LST=97.04335927359101},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007cc,159143,0,1,053,S,270531070001,+44.9564295,-093.2829425,G5030,Block Group 1,27,107000,{downscaled LST=85.64905671142232},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007ce,79752,0,1,053,S,270531260001,+44.9546353,-093.2651338,G5030,Block Group 1,27,126000,{downscaled LST=89.96265369185306},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000007f4,532686,0,1,053,S,270530268191,+45.0885714,-093.3588734,G5030,Block Group 1,27,026819,{downscaled LST=78.10861189039659},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000081e,1459981,0,1,053,S,270530267071,+45.1263288,-093.4126309,G5030,Block Group 1,27,026707,{downscaled LST=83.49590504375122},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000866,37955,0,1,053,S,270531056001,+44.9669926,-093.2792924,G5030,Block Group 1,27,105600,{downscaled LST=96.72281627531623},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000086c,981868,0,1,053,S,270530268121,+45.1134274,-093.3748840,G5030,Block Group 1,27,026812,{downscaled LST=77.9029684705396},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000086e,279150,0,1,053,S,270530006011,+45.0259962,-093.2416268,G5030,Block Group 1,27,000601,{downscaled LST=77.51396596394927},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000882,942831,0,1,053,S,270530268231,+45.1203621,-093.3290991,G5030,Block Group 1,27,026823,{downscaled LST=77.92488066197552},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000008d1,564291,0,1,053,S,270530201021,+45.0226244,-093.2179127,G5030,Block Group 1,27,020102,{downscaled LST=77.38555852857401},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034a7,116040,0,1,053,S,270530059021,+44.9618014,-093.2662538,G5030,Block Group 1,27,005902,{downscaled LST=86.62524676369523},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034aa,108966,0,1,053,S,270530078011,+44.9546689,-093.2744162,G5030,Block Group 1,27,007801,{downscaled LST=88.38930038395597},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034b3,817531,0,1,053,S,270530201011,+45.0316354,-093.2139724,G5030,Block Group 1,27,020101,{downscaled LST=80.34701841480816},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034b9,541506,0,1,053,S,270530212001,+45.0213743,-093.3209007,G5030,Block Group 1,27,021200,{downscaled LST=77.25285532897753},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034bf,615952,0,1,053,S,270530213001,+45.0287610,-093.3360541,G5030,Block Group 1,27,021300,{downscaled LST=89.72478922813096},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034d1,799048,0,1,053,S,270530203041,+45.0671895,-093.3160535,G5030,Block Group 1,27,020304,{downscaled LST=77.8965251403754},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034da,517996,0,1,053,S,270530215021,+45.0512104,-093.3763972,G5030,Block Group 1,27,021502,{downscaled LST=78.74835288093726},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034dd,636429,0,1,053,S,270530215031,+45.0365320,-093.3853449,G5030,Block Group 1,27,021503,{downscaled LST=85.41909269021207},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034e9,2192815,0,1,053,S,270530207001,+45.0603650,-093.3510184,G5030,Block Group 1,27,020700,{downscaled LST=83.48236986512735},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034ed,800869,0,1,053,S,270530208041,+45.0516041,-093.3642626,G5030,Block Group 1,27,020804,{downscaled LST=88.87943740449101},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034f0,484837,0,1,053,S,270530210011,+45.0187065,-093.3414029,G5030,Block Group 1,27,021001,{downscaled LST=79.12096118107485},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034f3,326454,0,1,053,S,270530210021,+45.0109630,-093.3677016,G5030,Block Group 1,27,021002,{downscaled LST=74.51495023137768},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000034fa,303928,0,1,053,S,270531020001,+45.0022461,-093.3109818,G5030,Block Group 1,27,102000,{downscaled LST=80.80279867134914},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003501,441169,0,1,053,S,270530001011,+45.0487444,-093.3038323,G5030,Block Group 1,27,000101,{downscaled LST=77.15657714682249},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003508,708608,0,1,053,S,270530006031,+45.0316680,-093.2320145,G5030,Block Group 1,27,000603,{downscaled LST=77.11243507257284},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003509,328408,0,1,053,S,270530011001,+45.0186047,-093.2422947,G5030,Block Group 1,27,001100,{downscaled LST=78.04309163847522},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000350b,199048,0,1,053,S,270530017001,+45.0091398,-093.2616366,G5030,Block Group 1,27,001700,{downscaled LST=82.82764307011288},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000350e,326578,0,1,053,S,270530027001,+44.9951510,-093.3107782,G5030,Block Group 1,27,002700,{downscaled LST=82.81266250553324},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003510,308438,0,1,053,S,270530033001,+44.9880042,-093.3057356,G5030,Block Group 1,27,003300,{downscaled LST=83.07403216331066},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003511,147919,0,1,053,S,270530059011,+44.9669342,-093.2662423,G5030,Block Group 1,27,005901,{downscaled LST=92.42381335529909},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000354e,282921,0,1,053,S,270531036001,+44.9922392,-093.2594527,G5030,Block Group 1,27,103600,{downscaled LST=80.34684669829389},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003550,267126,0,1,053,S,270531037001,+44.9909431,-093.2477916,G5030,Block Group 1,27,103700,{downscaled LST=91.14472575436125},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003551,128887,0,1,053,S,270531039001,+44.9841035,-093.2338608,G5030,Block Group 1,27,103900,{downscaled LST=88.6171641589949},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003552,154432,0,1,053,S,270531025001,+45.0019705,-093.2588924,G5030,Block Group 1,27,102500,{downscaled LST=81.35343527320978},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003553,299541,0,1,053,S,270531026001,+45.0040796,-093.2314348,G5030,Block Group 1,27,102600,{downscaled LST=93.3619741156168},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003555,256147,0,1,053,S,270531028001,+44.9948686,-093.2992418,G5030,Block Group 1,27,102800,{downscaled LST=80.74194612899073},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003558,207030,0,1,053,S,270531031001,+44.9935952,-093.2531627,G5030,Block Group 1,27,103100,{downscaled LST=83.33353712597112},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003559,431502,0,1,053,S,270531034001,+44.9889715,-093.2942738,G5030,Block Group 1,27,103400,{downscaled LST=88.57634862933321},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003561,200308,0,1,053,S,270531044001,+44.9777358,-093.2788180,G5030,Block Group 1,27,104400,{downscaled LST=101.94635669018199},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000356c,385654,0,1,053,S,270531012001,+45.0193858,-093.2332573,G5030,Block Group 1,27,101200,{downscaled LST=80.38717916670933},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000356e,659389,0,1,053,S,270530268071,+45.0706911,-093.3723519,G5030,Block Group 1,27,026807,{downscaled LST=82.11035039953647},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003570,789686,0,1,053,S,270530268091,+45.0702715,-093.3548348,G5030,Block Group 1,27,026809,{downscaled LST=85.72989114032437},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003571,277823,0,1,053,S,270531013001,+45.0115679,-093.3126883,G5030,Block Group 1,27,101300,{downscaled LST=81.03374544905012},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003572,240120,0,1,053,S,270531257001,+45.0114107,-093.3044314,G5030,Block Group 1,27,125700,{downscaled LST=82.97163776811071},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003573,198809,0,1,053,S,270531016001,+45.0113290,-093.2911563,G5030,Block Group 1,27,101600,{downscaled LST=78.50687854836848},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003574,385229,0,1,053,S,270531018001,+45.0150466,-093.2534128,G5030,Block Group 1,27,101800,{downscaled LST=84.36977363742825},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003576,321897,0,1,053,S,270531019001,+45.0095755,-093.2397071,G5030,Block Group 1,27,101900,{downscaled LST=81.01020745655042},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003579,298386,0,1,053,S,270531021001,+45.0026817,-093.2966054,G5030,Block Group 1,27,102100,{downscaled LST=83.03488084952748},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000357e,478849,0,1,053,S,270530268141,+45.0908480,-093.3043296,G5030,Block Group 1,27,026814,{downscaled LST=76.60207281578982},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003589,1003955,0,1,053,S,270530268181,+45.0805239,-093.3650915,G5030,Block Group 1,27,026818,{downscaled LST=79.49837490918551},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000003592,1327264,0,1,053,S,270530269081,+45.1592033,-093.3862250,G5030,Block Group 1,27,026908,{downscaled LST=79.88375886463626},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000007d,239627,0,2,053,S,270531257002,+45.0078073,-093.3044154,G5030,Block Group 2,27,125700,{downscaled LST=79.87237953943972},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a2,250947,0,2,053,S,270530224002,+44.9504654,-093.3654051,G5030,Block Group 2,27,022400,{downscaled LST=80.56422448922308},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000000a5,478592,0,2,053,S,270530228012,+44.9551100,-093.3331369,G5030,Block Group 2,27,022801,{downscaled LST=75.74997899750292},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000104,826703,0,2,053,S,270530268092,+45.0719255,-093.3658802,G5030,Block Group 2,27,026809,{downscaled LST=79.65470350047802},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000105,683539,0,2,053,S,270530206002,+45.0636487,-093.2972709,G5030,Block Group 2,27,020600,{downscaled LST=83.06643050971434},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000106,327142,0,2,053,S,270530027002,+44.9951879,-093.3159037,G5030,Block Group 2,27,002700,{downscaled LST=79.97694183216814},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000107,159943,0,2,053,S,270530068002,+44.9582186,-093.2829502,G5030,Block Group 2,27,006800,{downscaled LST=82.55736588358612},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000109,547578,0,2,053,S,270530221022,+44.9583894,-093.3773204,G5030,Block Group 2,27,022102,{downscaled LST=78.26057954129597},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ea,310459,0,2,053,S,270531259002,+44.9576780,-093.2482210,G5030,Block Group 2,27,125900,{downscaled LST=86.25807514944356},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000001ec,469530,0,2,053,S,270530001022,+45.0404319,-093.2951760,G5030,Block Group 2,27,000102,{downscaled LST=79.45933522505341},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000022a,583975,0,2,053,S,270530268272,+45.0933601,-093.3445763,G5030,Block Group 2,27,026827,{downscaled LST=83.46981850265333},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000023b,1353359,0,2,053,S,270530268262,+45.1353085,-093.3290947,G5030,Block Group 2,27,026826,{downscaled LST=77.79807149960288},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000023c,346232,0,2,053,S,270531048022,+44.9663477,-093.2423219,G5030,Block Group 2,27,104802,{downscaled LST=89.05999389173716},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000240,324743,0,2,053,S,270530006032,+45.0258856,-093.2320003,G5030,Block Group 2,27,000603,{downscaled LST=78.48619177028014},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000249,318525,0,2,053,S,270531031002,+44.9969328,-093.2524785,G5030,Block Group 2,27,103100,{downscaled LST=83.88551835104215},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000251,43662,0,2,053,S,270531261012,+44.9825173,-093.2670461,G5030,Block Group 2,27,126101,{downscaled LST=87.2970339439726},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000025b,1087062,0,2,053,S,270530268242,+45.1441408,-093.3492884,G5030,Block Group 2,27,026824,{downscaled LST=77.57239329015673},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000025d,72323,0,2,053,S,270531049022,+44.9693107,-093.2256772,G5030,Block Group 2,27,104902,{downscaled LST=87.16119044523808},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000266,435945,0,2,053,S,270531261022,+44.9741833,-093.2561849,G5030,Block Group 2,27,126102,{downscaled LST=98.05268878041375},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000026b,68216,0,2,053,S,270531048012,+44.9694541,-093.2487509,G5030,Block Group 2,27,104801,{downscaled LST=95.39297845367695},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000026f,693535,0,2,053,S,270530210022,+45.0108573,-093.3546953,G5030,Block Group 2,27,021002,{downscaled LST=73.53888137361284},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000274,816547,0,2,053,S,270530267202,+45.0920348,-093.4926722,G5030,Block Group 2,27,026720,{downscaled LST=73.1995412696544},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000299,741582,0,2,053,S,270531040012,+44.9856017,-093.2160178,G5030,Block Group 2,27,104001,{downscaled LST=86.95839175346944},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002bb,365032,0,2,053,S,270530202022,+45.0713406,-093.2929650,G5030,Block Group 2,27,020202,{downscaled LST=86.62237421365595},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002d2,479977,0,2,053,S,270530268252,+45.1267153,-093.3169675,G5030,Block Group 2,27,026825,{downscaled LST=78.00667091702391},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002dd,121212,0,2,053,S,270531262022,+44.9886841,-093.2771188,G5030,Block Group 2,27,126202,{downscaled LST=98.2891792061923},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002df,114225,0,2,053,S,270531262012,+44.9880375,-093.2797713,G5030,Block Group 2,27,126201,{downscaled LST=98.7753871330424},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002ee,160443,0,2,053,S,270531070002,+44.9546366,-093.2829719,G5030,Block Group 2,27,107000,{downscaled LST=90.55182549424994},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000002f2,1349382,0,2,053,S,270531040022,+44.9985663,-093.2155281,G5030,Block Group 2,27,104002,{downscaled LST=97.17752983322863},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003a7,648375,0,2,053,S,270530265102,+45.0404314,-093.4110647,G5030,Block Group 2,27,026510,{downscaled LST=72.94432780618207},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000003c0,47672,0,2,053,S,270531052042,+44.9688054,-093.2805893,G5030,Block Group 2,27,105204,{downscaled LST=95.4079716643783},"{""type"":""MultiPoint"",""coordinates"":[]}"
